RawInputStyle,gold_vendor_normalized,gold_category,amount,gold_tags
Honor Ltd. Comm Tools PO-8329 108M,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),108000000.0,
Appl Inc. Comm Tools PO-7936 51M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),51000000.0,
Oppo Co. Smart Gadgets PO-7348 179K,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),179000.0,
Honor Ltd. IT Eqpt PO-6300 39M,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),39000000.0,
Samsng Ltd. Smart Gadgets PO-8169 231M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),231000000.0,
Redmi Intl. IT Eqpt PO-5266 612M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),612000000.0,
Appl Inc. Mobile Dev PO-6809 137K,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),137000.0,
Appl Inc. Comm Tools PO-7512 951M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),951000000.0,
Samsng Ltd. IT Eqpt PO-2756 765M,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),765000000.0,
Realme Pvt. Smart Gadgets PO-2843 318M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),318000000.0,
Appl Inc. Smart Gadgets PO-6350 60M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),60000000.0,
Realme Pvt. Mobile Dev PO-7376 158K,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),158000.0,
Oppo Co. Comm Tools PO-9622 538M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),538000000.0,
Realme Pvt. Smart Gadgets PO-9976 799M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),799000000.0,
Appl Inc. Smart Gadgets PO-3383 612M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),612000000.0,
Redmi Intl. Comm Tools PO-6048 656M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),656000000.0,
Appl Inc. Smart Gadgets PO-3859 318M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),318000000.0,
Honor Ltd. Mobile Dev PO-3317 706M,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),706000000.0,
Oppo Co. IT Eqpt PO-8712 323K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),323000.0,
Realme Pvt. IT Eqpt PO-1575 991M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),991000000.0,
Vivo Corp. Comm Tools PO-9869 429K,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),429000.0,
Vivo Corp. Mobile Dev PO-4624 567K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),567000.0,
Appl Inc. Smart Gadgets PO-6739 710M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),710000000.0,
Realme Pvt. Mobile Dev PO-6359 249K,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),249000.0,
Oppo Co. Comm Tools PO-7792 365M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),365000000.0,
Redmi Intl. Smart Gadgets PO-8055 673K,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),673000.0,
iQOO Ltd. Smart Gadgets PO-4193 241M,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),241000000.0,
Realme Pvt. Comm Tools PO-5626 366K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),366000.0,
Redmi Intl. Comm Tools PO-3233 31K,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),31000.0,
Samsng Ltd. Smart Gadgets PO-9578 807M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),807000000.0,
Oppo Co. Mobile Dev PO-5093 69K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),69000.0,
Honor Ltd. IT Eqpt PO-6494 931M,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),931000000.0,
Vivo Corp. Comm Tools PO-4207 975K,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),975000.0,
Vivo Corp. Comm Tools PO-6851 721K,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),721000.0,
Oppo Co. Smart Gadgets PO-5299 801K,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),801000.0,
Vivo Corp. Mobile Dev PO-4733 537K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),537000.0,
Realme Pvt. Mobile Dev PO-5881 173K,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),173000.0,
Redmi Intl. Mobile Dev PO-1979 387K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),387000.0,
Samsng Ltd. Smart Gadgets PO-5910 214K,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),214000.0,
Appl Inc. Smart Gadgets PO-8199 612K,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),612000.0,
Appl Inc. Smart Gadgets PO-5000 438K,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),438000.0,
iQOO Ltd. Comm Tools PO-4057 729M,iQOO Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),729000000.0,
iQOO Ltd. Comm Tools PO-1628 153K,iQOO Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),153000.0,
Vivo Corp. Comm Tools PO-7669 222M,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),222000000.0,
Honor Ltd. IT Eqpt PO-8746 904K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),904000.0,
Vivo Corp. Mobile Dev PO-9108 555M,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),555000000.0,
Samsng Ltd. Comm Tools PO-1815 59M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),59000000.0,
iQOO Ltd. Smart Gadgets PO-3044 67M,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),67000000.0,
Oppo Co. Smart Gadgets PO-3189 257M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),257000000.0,
Realme Pvt. IT Eqpt PO-9494 47K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),47000.0,
iQOO Ltd. Mobile Dev PO-8219 530K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),530000.0,
Honor Ltd. Mobile Dev PO-2945 14K,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),14000.0,
Oppo Co. Smart Gadgets PO-2664 846M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),846000000.0,
Realme Pvt. Comm Tools PO-7730 481M,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),481000000.0,
Samsng Ltd. Comm Tools PO-2891 192K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),192000.0,
Appl Inc. Comm Tools PO-1929 340M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),340000000.0,
Redmi Intl. Smart Gadgets PO-2009 476M,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),476000000.0,
Realme Pvt. Comm Tools PO-4359 752M,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),752000000.0,
iQOO Ltd. Comm Tools PO-9090 615K,iQOO Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),615000.0,
Redmi Intl. Comm Tools PO-3566 765M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),765000000.0,
iQOO Ltd. IT Eqpt PO-7036 191K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),191000.0,
Oppo Co. Comm Tools PO-4329 518K,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),518000.0,
Honor Ltd. Comm Tools PO-7285 259M,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),259000000.0,
Oppo Co. Comm Tools PO-2299 410K,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),410000.0,
iQOO Ltd. Smart Gadgets PO-7716 296K,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),296000.0,
Redmi Intl. Mobile Dev PO-5498 73K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),73000.0,
iQOO Ltd. Mobile Dev PO-4553 290M,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),290000000.0,
Appl Inc. IT Eqpt PO-1823 523K,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),523000.0,
Honor Ltd. Smart Gadgets PO-1152 517K,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),517000.0,
Redmi Intl. Comm Tools PO-9443 627M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),627000000.0,
Samsng Ltd. Smart Gadgets PO-1443 961M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),961000000.0,
Samsng Ltd. IT Eqpt PO-1215 59M,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),59000000.0,
iQOO Ltd. Mobile Dev PO-4469 36K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),36000.0,
Honor Ltd. Smart Gadgets PO-3357 488M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),488000000.0,
Samsng Ltd. IT Eqpt PO-8780 124K,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),124000.0,
Oppo Co. Mobile Dev PO-6230 232M,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),232000000.0,
Realme Pvt. Mobile Dev PO-3899 127K,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),127000.0,
iQOO Ltd. IT Eqpt PO-9776 207K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),207000.0,
Samsng Ltd. Mobile Dev PO-3808 52K,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),52000.0,
Samsng Ltd. Smart Gadgets PO-3845 12M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),12000000.0,
Vivo Corp. IT Eqpt PO-8413 3M,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),3000000.0,
Redmi Intl. Mobile Dev PO-1926 306M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),306000000.0,
iQOO Ltd. IT Eqpt PO-8287 684K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),684000.0,
Realme Pvt. Comm Tools PO-2916 905K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),905000.0,
Vivo Corp. Mobile Dev PO-5432 546K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),546000.0,
Appl Inc. IT Eqpt PO-9145 999K,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),999000.0,
iQOO Ltd. Comm Tools PO-4065 514K,iQOO Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),514000.0,
Redmi Intl. Mobile Dev PO-5162 384M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),384000000.0,
Redmi Intl. Mobile Dev PO-2362 859M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),859000000.0,
Appl Inc. Smart Gadgets PO-9065 241M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),241000000.0,
Appl Inc. Smart Gadgets PO-8824 46K,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),46000.0,
Appl Inc. IT Eqpt PO-4369 206M,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),206000000.0,
Vivo Corp. IT Eqpt PO-1098 551M,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),551000000.0,
Vivo Corp. Mobile Dev PO-3640 568K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),568000.0,
iQOO Ltd. Mobile Dev PO-9231 925M,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),925000000.0,
Oppo Co. Mobile Dev PO-1665 85K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),85000.0,
iQOO Ltd. IT Eqpt PO-2841 229K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),229000.0,
Oppo Co. Smart Gadgets PO-9003 51M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),51000000.0,
iQOO Ltd. IT Eqpt PO-8875 144M,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),144000000.0,
Redmi Intl. IT Eqpt PO-2942 641M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),641000000.0,
iQOO Ltd. IT Eqpt PO-1176 705K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),705000.0,
Oppo Co. Smart Gadgets PO-1106 254K,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),254000.0,
Samsng Ltd. Smart Gadgets PO-6146 849M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),849000000.0,
Appl Inc. IT Eqpt PO-4076 276M,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),276000000.0,
Appl Inc. Mobile Dev PO-1676 842M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),842000000.0,
Realme Pvt. IT Eqpt PO-9554 165K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),165000.0,
Honor Ltd. Smart Gadgets PO-4991 631M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),631000000.0,
iQOO Ltd. IT Eqpt PO-7203 544K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),544000.0,
Redmi Intl. Mobile Dev PO-8885 59K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),59000.0,
Samsng Ltd. Smart Gadgets PO-3783 122K,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),122000.0,
iQOO Ltd. Mobile Dev PO-4601 403K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),403000.0,
Redmi Intl. Comm Tools PO-4401 858K,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),858000.0,
Samsng Ltd. Comm Tools PO-8146 373M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),373000000.0,
Appl Inc. IT Eqpt PO-5096 564M,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),564000000.0,
Honor Ltd. Comm Tools PO-5221 603K,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),603000.0,
Appl Inc. Mobile Dev PO-1424 145K,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),145000.0,
Redmi Intl. Comm Tools PO-2129 55M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),55000000.0,
Honor Ltd. Comm Tools PO-3855 423K,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),423000.0,
Samsng Ltd. Mobile Dev PO-2069 652K,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),652000.0,
Realme Pvt. IT Eqpt PO-6574 754K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),754000.0,
Vivo Corp. Mobile Dev PO-9730 895K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),895000.0,
Samsng Ltd. Smart Gadgets PO-9543 875K,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),875000.0,
Appl Inc. IT Eqpt PO-6138 352M,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),352000000.0,
Honor Ltd. Smart Gadgets PO-8896 894K,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),894000.0,
Vivo Corp. Mobile Dev PO-9549 107K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),107000.0,
Vivo Corp. Mobile Dev PO-7569 321K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),321000.0,
iQOO Ltd. IT Eqpt PO-4612 479K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),479000.0,
Redmi Intl. Smart Gadgets PO-4129 920M,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),920000000.0,
Realme Pvt. Comm Tools PO-2343 53K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),53000.0,
Appl Inc. Smart Gadgets PO-2896 743K,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),743000.0,
Redmi Intl. Comm Tools PO-7315 176K,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),176000.0,
Samsng Ltd. Smart Gadgets PO-1023 625M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),625000000.0,
Redmi Intl. Mobile Dev PO-7741 738M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),738000000.0,
Appl Inc. Mobile Dev PO-3730 379K,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),379000.0,
Samsng Ltd. IT Eqpt PO-6411 648K,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),648000.0,
Redmi Intl. Smart Gadgets PO-7308 583K,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),583000.0,
Vivo Corp. Mobile Dev PO-3536 615K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),615000.0,
Oppo Co. Smart Gadgets PO-2222 643K,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),643000.0,
Realme Pvt. Smart Gadgets PO-8066 694M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),694000000.0,
Oppo Co. Smart Gadgets PO-3191 946M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),946000000.0,
Appl Inc. Smart Gadgets PO-1412 627M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),627000000.0,
Honor Ltd. IT Eqpt PO-8384 917K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),917000.0,
Oppo Co. Comm Tools PO-1021 14M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),14000000.0,
Oppo Co. Mobile Dev PO-5174 88M,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),88000000.0,
Vivo Corp. Comm Tools PO-2444 46M,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),46000000.0,
Realme Pvt. Comm Tools PO-5632 910K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),910000.0,
Appl Inc. IT Eqpt PO-2593 956K,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),956000.0,
Oppo Co. Mobile Dev PO-2112 453K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),453000.0,
Samsng Ltd. Comm Tools PO-6229 243K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),243000.0,
Redmi Intl. Mobile Dev PO-2906 955M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),955000000.0,
Oppo Co. IT Eqpt PO-8394 485M,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),485000000.0,
iQOO Ltd. IT Eqpt PO-9889 765K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),765000.0,
Realme Pvt. Mobile Dev PO-9719 672K,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),672000.0,
Redmi Intl. Mobile Dev PO-7227 733M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),733000000.0,
Appl Inc. IT Eqpt PO-4229 585M,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),585000000.0,
Oppo Co. IT Eqpt PO-3035 194K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),194000.0,
Honor Ltd. Smart Gadgets PO-6390 241M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),241000000.0,
Realme Pvt. Comm Tools PO-4219 964K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),964000.0,
Appl Inc. Comm Tools PO-4280 450K,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),450000.0,
Samsng Ltd. IT Eqpt PO-7472 602M,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),602000000.0,
Honor Ltd. IT Eqpt PO-3691 289K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),289000.0,
Vivo Corp. Comm Tools PO-8028 861M,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),861000000.0,
iQOO Ltd. Smart Gadgets PO-2350 787K,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),787000.0,
iQOO Ltd. Mobile Dev PO-5995 458K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),458000.0,
Oppo Co. Smart Gadgets PO-8817 744M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),744000000.0,
Honor Ltd. IT Eqpt PO-4657 515M,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),515000000.0,
Honor Ltd. Mobile Dev PO-3345 938K,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),938000.0,
iQOO Ltd. Mobile Dev PO-9646 34K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),34000.0,
iQOO Ltd. IT Eqpt PO-7013 264M,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),264000000.0,
Honor Ltd. IT Eqpt PO-4179 455K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),455000.0,
Honor Ltd. Comm Tools PO-6632 981M,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),981000000.0,
Redmi Intl. IT Eqpt PO-2422 309M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),309000000.0,
Redmi Intl. Mobile Dev PO-4272 584K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),584000.0,
Appl Inc. Mobile Dev PO-5166 956K,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),956000.0,
Samsng Ltd. IT Eqpt PO-9772 758M,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),758000000.0,
Samsng Ltd. Smart Gadgets PO-7559 761K,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),761000.0,
Honor Ltd. IT Eqpt PO-2184 437M,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),437000000.0,
Honor Ltd. Smart Gadgets PO-2905 420M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),420000000.0,
Honor Ltd. Smart Gadgets PO-3389 846M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),846000000.0,
Oppo Co. Mobile Dev PO-9744 742M,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),742000000.0,
Honor Ltd. Comm Tools PO-6285 391K,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),391000.0,
Redmi Intl. Mobile Dev PO-5069 207M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),207000000.0,
Realme Pvt. Comm Tools PO-2553 825M,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),825000000.0,
Appl Inc. Comm Tools PO-7314 411M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),411000000.0,
Redmi Intl. IT Eqpt PO-4918 999K,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),999000.0,
Honor Ltd. Comm Tools PO-5153 817K,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),817000.0,
Realme Pvt. Smart Gadgets PO-8632 678K,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),678000.0,
Oppo Co. IT Eqpt PO-5502 675M,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),675000000.0,
iQOO Ltd. Smart Gadgets PO-8730 369M,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),369000000.0,
